#name	geneName
ENST00000415573.1	PRDM16-DT
ENST00000420957.1	PRDM16-DT
ENST00000321336.1	PRDM16-DT
ENST00000511072.5	PRDM16
ENST00000607632.1	PRDM16
ENST00000378391.6	PRDM16
ENST00000270722.10	PRDM16
ENST00000514189.5	PRDM16
ENST00000635819.1	MIR4251
ENST00000440516.1	AL008733.1
ENST00000624175.1	AL512383.1
ENST00000512462.5	PRDM16
ENST00000463591.1	PRDM16
ENST00000607061.1	AL590438.1
ENST00000669140.1	AL354743.2
ENST00000665088.1	AL354743.1
ENST00000509860.1	PRDM16
ENST00000378389.5	PRDM16
ENST00000606170.1	PRDM16
ENST00000378378.9	ARHGEF16
ENST00000378373.5	ARHGEF16
ENST00000378371.6	ARHGEF16
ENST00000445297.5	ARHGEF16
ENST00000464620.1	ARHGEF16
ENST00000418137.1	ARHGEF16
ENST00000485984.1	ARHGEF16
ENST00000606489.1	AL512413.1
ENST00000356575.9	MEGF6
ENST00000294599.8	MEGF6
ENST00000494257.1	MEGF6
ENST00000485002.6	MEGF6
ENST00000491842.1	MEGF6
ENST00000475790.5	MEGF6
ENST00000461795.1	MEGF6
ENST00000385042.1	MIR551A
ENST00000435049.1	AL513320.1
ENST00000378344.7	TPRG1L
ENST00000344579.5	TPRG1L
ENST00000378322.7	WRAP73
ENST00000270708.12	WRAP73
ENST00000471223.1	WRAP73
ENST00000424367.5	WRAP73
ENST00000497940.5	WRAP73
ENST00000469643.1	WRAP73
ENST00000494884.1	WRAP73
ENST00000465916.5	WRAP73
ENST00000419924.2	WRAP73
ENST00000479331.1	WRAP73
ENST00000378295.9	TP73
ENST00000604074.5	TP73
ENST00000354437.8	TP73
ENST00000346387.8	TP73
ENST00000357733.7	TP73
ENST00000443034.1	TP73-AS3
ENST00000603362.5	TP73
ENST00000604479.5	TP73
ENST00000378280.5	TP73
ENST00000378285.5	TP73
ENST00000378288.8	TP73
ENST00000603364.5	TP73
ENST00000604194.1	TP73
ENST00000378290.4	TP73
ENST00000416554.1	TP73-AS2
ENST00000604566.1	TP73
ENST00000648526.1	TP73-AS1
ENST00000624167.1	TP73-AS1
ENST00000418088.6	TP73-AS1
ENST00000648432.1	TP73-AS1
ENST00000648479.1	TP73-AS1
ENST00000452079.5	TP73-AS1
ENST00000650545.1	TP73-AS1
ENST00000419973.1	TP73-AS1
ENST00000647831.1	TP73-AS1
ENST00000648717.1	TP73-AS1
ENST00000611447.1	AL136528.1
ENST00000648600.1	TP73-AS1
ENST00000423764.6	TP73-AS1
ENST00000647817.1	TP73-AS1
ENST00000649123.1	TP73-AS1
ENST00000648270.1	TP73-AS1
ENST00000650037.1	TP73-AS1
ENST00000650039.1	TP73-AS1
ENST00000649468.1	TP73-AS1
ENST00000648553.1	TP73-AS1
ENST00000649348.1	TP73-AS1
ENST00000636630.1	TP73-AS1
ENST00000587071.5	TP73-AS1
ENST00000637775.1	TP73-AS1
ENST00000608600.1	TP73-AS1
ENST00000649290.1	TP73-AS1
ENST00000647686.1	TP73-AS1
ENST00000648935.1	TP73-AS1
ENST00000649413.1	TP73-AS1
ENST00000624948.1	TP73-AS1
ENST00000636250.1	CCDC27
ENST00000462521.2	CCDC27
ENST00000294600.7	CCDC27
ENST00000642557.4	SMIM1
ENST00000561886.2	SMIM1
ENST00000444870.7	SMIM1
ENST00000452264.1	SMIM1
ENST00000378251.3	LRRC47
ENST00000462356.5	LRRC47
ENST00000479239.1	LRRC47
ENST00000581512.2	RN7SL574P
ENST00000607459.1	AL365330.1
ENST00000675966.1	CEP104
ENST00000378230.8	CEP104
ENST00000674623.1	CEP104
ENST00000674879.1	CEP104
ENST00000674985.1	CEP104
ENST00000675108.1	CEP104
ENST00000675200.1	CEP104
ENST00000675666.1	CEP104
ENST00000675677.1	CEP104
ENST00000675750.1	CEP104
ENST00000676009.1	CEP104
ENST00000676052.1	CEP104
ENST00000674558.1	CEP104
ENST00000675334.1	CEP104
ENST00000674544.1	CEP104
ENST00000675375.1	CEP104
ENST00000484420.1	CEP104
ENST00000428079.6	CEP104
ENST00000438539.6	CEP104
ENST00000461667.2	CEP104
ENST00000495701.1	CEP104
ENST00000460038.5	CEP104
ENST00000494653.5	CEP104
ENST00000675520.1	CEP104
ENST00000378223.3	CEP104
ENST00000676046.1	CEP104
ENST00000625756.2	DFFB
ENST00000338895.7	DFFB
ENST00000491998.5	DFFB
ENST00000468793.5	DFFB
ENST00000339350.7	DFFB
ENST00000477548.5	DFFB
ENST00000378209.8	DFFB
ENST00000378206.5	DFFB
ENST00000475969.5	DFFB
ENST00000481945.1	DFFB
ENST00000461150.1	DFFB
ENST00000486765.5	C1orf174
ENST00000474140.1	C1orf174
ENST00000361605.4	C1orf174
ENST00000667408.1	LINC01134
ENST00000413332.5	LINC01134
ENST00000442673.1	LINC01134
ENST00000439488.1	LINC01134
ENST00000456897.6	LINC01346
ENST00000635619.1	LINC01346
ENST00000412674.1	LINC01346
ENST00000635247.1	LINC01345
ENST00000635127.1	LINC01345
ENST00000425194.2	LINC01345
ENST00000671015.1	LINC01345
ENST00000664502.1	LINC01346
ENST00000642026.2	LINC02780
ENST00000641562.1	LINC02780
ENST00000641078.1	LINC02780
ENST00000642139.1	AL805961.1
ENST00000449232.1	EEF1DP6
ENST00000635002.1	LINC01777
ENST00000635312.2	LINC01777
ENST00000669931.1	LINC01777
ENST00000423197.2	LINC01777
ENST00000665284.1	LINC01777
ENST00000663417.1	LINC01777
ENST00000670434.1	LINC01777
ENST00000668086.1	LINC01777
ENST00000633821.2	LINC01777
ENST00000671656.1	LINC01777
ENST00000659315.1	LINC01777
ENST00000667352.1	LINC01777
ENST00000635642.1	LINC01777
ENST00000641472.1	AL355602.1
ENST00000438791.2	Z98747.1
ENST00000634256.1	LINC01646
ENST00000667354.1	LINC01646
ENST00000666685.1	LINC01646
ENST00000635556.1	LINC01646
ENST00000659083.1	LINC01646
ENST00000659059.1	LINC01646
ENST00000661628.1	LINC01646
ENST00000420522.1	LINC01646
ENST00000378191.5	AJAP1
ENST00000378190.7	AJAP1
ENST00000466761.1	AJAP1
ENST00000658045.1	Z98886.1
ENST00000661891.1	Z98886.1
ENST00000641254.1	BX005132.1
ENST00000641403.1	LINC02781
ENST00000443270.1	LINC02782
ENST00000641871.1	AL139823.1
ENST00000641426.1	Z98259.3
ENST00000641583.1	Z98259.2
ENST00000641860.1	Z98259.3
ENST00000649109.1	Z98259.3
ENST00000564261.1	Z98259.1
ENST00000637697.1	Z97988.2
ENST00000637702.1	AL365255.1
ENST00000579887.1	Z97988.1
ENST00000413887.1	AL365255.1
ENST00000582517.1	MIR4689
ENST00000460696.1	NPHP4
ENST00000378161.5	NPHP4
ENST00000478423.6	NPHP4
ENST00000378156.9	NPHP4
ENST00000489180.6	NPHP4
ENST00000378169.7	NPHP4
ENST00000468253.1	NPHP4
ENST00000506941.1	NPHP4
ENST00000470763.1	NPHP4
ENST00000622020.4	NPHP4
ENST00000466897.1	NPHP4
ENST00000655548.1	KCNAB2
ENST00000378111.6	KCNAB2
ENST00000378097.6	KCNAB2
ENST00000666163.1	KCNAB2
ENST00000671676.1	KCNAB2
ENST00000658691.1	KCNAB2
ENST00000658883.1	KCNAB2
ENST00000655748.1	KCNAB2
ENST00000435937.6	KCNAB2
ENST00000493807.2	KCNAB2
ENST00000445501.6	KCNAB2
ENST00000478098.5	KCNAB2
ENST00000668706.1	KCNAB2
ENST00000653262.1	KCNAB2
ENST00000389632.9	KCNAB2
ENST00000657222.1	KCNAB2
ENST00000654144.1	KCNAB2
ENST00000341524.6	KCNAB2
ENST00000462676.3	KCNAB2
ENST00000428161.6	KCNAB2
ENST00000352527.6	KCNAB2
ENST00000663169.1	KCNAB2
ENST00000653635.1	KCNAB2
ENST00000661248.1	KCNAB2
ENST00000656198.1	KCNAB2
ENST00000602612.5	KCNAB2
ENST00000481789.2	KCNAB2
ENST00000656746.1	KCNAB2
ENST00000666299.1	KCNAB2
ENST00000665338.1	KCNAB2
ENST00000652845.1	KCNAB2
ENST00000655703.1	KCNAB2
ENST00000669250.1	KCNAB2
ENST00000164247.5	KCNAB2
ENST00000668559.1	KCNAB2
ENST00000378092.6	KCNAB2
ENST00000472700.7	KCNAB2
ENST00000459822.1	KCNAB2
ENST00000378083.7	KCNAB2
ENST00000662147.1	KCNAB2
ENST00000458166.6	KCNAB2
ENST00000662363.1	KCNAB2
ENST00000663671.1	KCNAB2
ENST00000656607.1	KCNAB2
ENST00000663419.1	KCNAB2
ENST00000652911.1	KCNAB2
ENST00000662815.1	KCNAB2
ENST00000671076.1	KCNAB2
ENST00000262450.8	CHD5
ENST00000475121.1	CHD5
ENST00000462991.5	CHD5
ENST00000377999.5	CHD5
ENST00000496404.1	CHD5
ENST00000491020.1	CHD5
ENST00000484532.6	AL031847.1
ENST00000234875.9	RPL22
ENST00000480661.1	RPL22
ENST00000497965.5	RPL22
ENST00000471204.5	RPL22
ENST00000465387.5	RPL22
ENST00000462296.5	RPL22
ENST00000465335.1	RPL22
ENST00000455744.1	RNF207-AS1
ENST00000466994.5	RNF207
ENST00000377939.5	RNF207
ENST00000484435.1	RNF207
ENST00000485539.5	RNF207
ENST00000496676.5	RNF207
ENST00000463453.1	RNF207
ENST00000496329.1	RNF207
ENST00000492476.1	RNF207
ENST00000483336.1	RNF207
ENST00000343813.10	ICMT
ENST00000495791.1	ICMT
ENST00000489498.5	ICMT
ENST00000474756.1	ICMT
ENST00000650463.1	LINC00337
ENST00000441724.1	LINC00337
ENST00000429480.2	LINC00337
ENST00000377898.4	HES3
ENST00000377893.3	GPR153
ENST00000608083.5	ACOT7
ENST00000361521.9	ACOT7
ENST00000377842.7	ACOT7
ENST00000377845.7	ACOT7
ENST00000377855.6	ACOT7
ENST00000377860.8	ACOT7
ENST00000418124.5	ACOT7
ENST00000545482.5	ACOT7
ENST00000473466.2	ACOT7
ENST00000481175.1	ACOT7
ENST00000607670.1	AL031848.2
ENST00000377837.5	HES2
ENST00000377836.8	HES2
ENST00000471190.1	HES2
ENST00000377834.8	HES2
ENST00000487437.5	HES2
ENST00000489730.1	HES2
ENST00000645284.1	ESPN
ENST00000636330.1	ESPN
ENST00000585139.1	MIR4252
ENST00000633651.1	ESPN
ENST00000632142.1	ESPN
ENST00000418286.1	ESPN
ENST00000419034.1	AL031848.1
ENST00000632803.1	ESPN
ENST00000632593.1	ESPN
ENST00000416731.5	ESPN
ENST00000461727.6	ESPN
ENST00000475228.6	ESPN
ENST00000478323.1	ESPN
ENST00000633239.1	ESPN
ENST00000475479.2	ESPN
ENST00000636644.1	ESPN
ENST00000434576.2	ESPN
ENST00000477679.2	ESPN
ENST00000468561.2	ESPN
ENST00000647810.1	TNFRSF25
ENST00000356876.8	TNFRSF25
ENST00000473343.5	TNFRSF25
ENST00000513135.5	TNFRSF25
ENST00000377782.7	TNFRSF25
ENST00000480393.5	TNFRSF25
ENST00000485036.5	TNFRSF25
ENST00000351959.9	TNFRSF25
ENST00000348333.7	TNFRSF25
ENST00000351748.7	TNFRSF25
ENST00000414040.6	TNFRSF25
ENST00000502588.5	TNFRSF25
ENST00000502730.5	TNFRSF25
ENST00000510563.5	TNFRSF25
ENST00000453260.6	TNFRSF25
ENST00000475730.5	TNFRSF25
ENST00000469691.5	TNFRSF25
ENST00000481401.5	TNFRSF25
ENST00000461703.6	TNFRSF25
ENST00000453341.1	TNFRSF25
ENST00000515145.1	TNFRSF25
ENST00000487949.4	PLEKHG5
ENST00000489097.6	PLEKHG5
ENST00000535355.6	PLEKHG5
ENST00000674790.1	PLEKHG5
ENST00000400913.6	PLEKHG5
ENST00000377725.5	PLEKHG5
ENST00000340850.10	PLEKHG5
ENST00000377728.8	PLEKHG5
ENST00000377748.6	PLEKHG5
ENST00000675548.1	PLEKHG5
ENST00000377732.5	PLEKHG5
ENST00000400915.8	PLEKHG5
ENST00000673471.2	PLEKHG5
ENST00000377740.5	PLEKHG5
ENST00000675694.1	PLEKHG5
ENST00000675123.1	PLEKHG5
ENST00000537245.6	PLEKHG5
ENST00000675976.1	PLEKHG5
ENST00000675139.1	PLEKHG5
ENST00000676401.1	PLEKHG5
ENST00000674943.1	PLEKHG5
ENST00000674685.1	PLEKHG5
ENST00000676255.1	PLEKHG5
ENST00000675093.1	PLEKHG5
ENST00000676287.1	PLEKHG5
ENST00000675655.1	PLEKHG5
ENST00000676362.1	PLEKHG5
ENST00000674803.1	PLEKHG5
ENST00000675812.1	PLEKHG5
ENST00000377705.6	NOL9
ENST00000464383.1	NOL9
ENST00000462798.1	NOL9
ENST00000517213.1	RNU6-731P
ENST00000456162.2	AL591866.1
ENST00000460777.1	NOL9
ENST00000464665.1	NOL9
ENST00000333172.11	TAS1R1
ENST00000351136.7	TAS1R1
ENST00000411823.5	TAS1R1
ENST00000415267.1	TAS1R1
ENST00000377674.9	ZBTB48
ENST00000319084.9	ZBTB48
ENST00000435905.5	ZBTB48
ENST00000488936.1	ZBTB48
ENST00000482360.5	ZBTB48
ENST00000498342.5	ZBTB48
ENST00000466813.1	ZBTB48
ENST00000466941.1	ZBTB48
ENST00000377658.8	KLHL21
ENST00000377663.3	KLHL21
ENST00000467612.5	KLHL21
ENST00000610898.1	KLHL21
ENST00000496707.5	KLHL21
ENST00000463043.1	KLHL21
ENST00000377648.5	PHF13
ENST00000495385.1	PHF13
ENST00000054650.8	THAP3
ENST00000484676.1	THAP3
ENST00000307896.10	THAP3
ENST00000377627.7	THAP3
ENST00000484669.6	THAP3
ENST00000487819.5	THAP3
ENST00000472925.1	THAP3
ENST00000480647.1	THAP3
ENST00000465508.5	DNAJC11
ENST00000451196.5	DNAJC11
ENST00000377577.10	DNAJC11
ENST00000294401.11	DNAJC11
ENST00000472414.1	DNAJC11
ENST00000426784.1	DNAJC11
ENST00000473993.5	DNAJC11
ENST00000469318.5	DNAJC11
ENST00000485073.5	DNAJC11
ENST00000460594.5	DNAJC11
ENST00000465911.1	DNAJC11
ENST00000432429.5	LINC01672
ENST00000414210.5	LINC01672
ENST00000421469.3	LINC01672
ENST00000635029.1	LINC01672
ENST00000635092.2	LINC01672
ENST00000654537.1	LINC01672
ENST00000641757.1	AL591163.1
ENST00000442889.1	CAMTA1-DT
ENST00000490738.5	CAMTA1
ENST00000303635.12	CAMTA1
ENST00000476163.5	CAMTA1
ENST00000473578.5	CAMTA1
ENST00000557126.5	CAMTA1
ENST00000467404.6	CAMTA1
ENST00000461311.1	CAMTA1
ENST00000486138.1	CAMTA1
ENST00000482934.1	CAMTA1
ENST00000433407.1	AL590128.1
ENST00000470648.5	CAMTA1
ENST00000461580.5	CAMTA1
ENST00000472283.1	CAMTA1
ENST00000467267.1	CAMTA1
ENST00000456701.1	AL512330.1
ENST00000384328.1	RNU1-8P
ENST00000427317.1	CAMTA1-IT1
ENST00000618051.1	CAMTA1-AS2
ENST00000411708.1	CAMTA1-AS2
ENST00000440032.1	CAMTA1-AS1
ENST00000602640.1	AL359881.3
ENST00000602973.1	AL359881.2
ENST00000602916.1	AL359881.1
ENST00000495233.5	CAMTA1
ENST00000490905.5	CAMTA1
ENST00000476864.1	CAMTA1
ENST00000054666.11	VAMP3
ENST00000470357.1	VAMP3
ENST00000602406.1	Z98884.2
ENST00000487194.1	VAMP3
ENST00000377541.5	PER3
ENST00000613533.4	PER3
ENST00000614998.4	PER3
ENST00000377532.7	PER3
ENST00000361923.2	PER3
ENST00000473653.1	PER3
ENST00000602883.1	PER3
ENST00000463106.1	PER3
ENST00000451646.1	Z98884.1
ENST00000494684.1	PER3
ENST00000377516.6	UTS2
ENST00000361696.10	UTS2
ENST00000054668.5	UTS2
ENST00000377507.8	TNFRSF9
ENST00000615230.4	TNFRSF9
ENST00000474475.1	TNFRSF9
ENST00000492571.1	TNFRSF9
ENST00000674210.1	TNFRSF9
ENST00000603760.1	AL009183.1
ENST00000493373.5	PARK7
ENST00000460192.5	PARK7
ENST00000493678.5	PARK7
ENST00000377493.9	PARK7
ENST00000338639.10	PARK7
ENST00000465354.5	PARK7
ENST00000377491.5	PARK7
ENST00000377488.5	PARK7
ENST00000497113.1	PARK7
ENST00000469225.1	PARK7
ENST00000363474.1	Y_RNA
ENST00000641354.1	AL034417.4
ENST00000641100.1	AL034417.3
ENST00000642135.1	AL034417.4
ENST00000474874.5	ERRFI1
ENST00000377482.10	ERRFI1
ENST00000467067.1	ERRFI1
ENST00000469499.5	ERRFI1
ENST00000487559.1	ERRFI1
ENST00000445300.1	AL034417.2
ENST00000399343.2	AL034417.1
ENST00000453364.1	AL358876.1
ENST00000670361.1	LINC01714
ENST00000635451.1	LINC01714
ENST00000364105.1	RNU1-7P
ENST00000452982.1	LINC01714
ENST00000424689.1	AL358876.2
ENST00000516168.1	RNU6-991P
ENST00000471889.7	SLC45A1
ENST00000289877.8	SLC45A1
ENST00000516445.1	Y_RNA
ENST00000497660.5	SLC45A1
ENST00000481265.1	SLC45A1
ENST00000337907.7	RERE
ENST00000400908.7	RERE
ENST00000377464.5	RERE
ENST00000467350.1	RERE
ENST00000400907.6	RERE
ENST00000476556.5	RERE
ENST00000505225.1	RERE
ENST00000656437.1	RERE
ENST00000464367.1	RERE
ENST00000488215.5	RERE
ENST00000460659.5	RERE
ENST00000492766.5	RERE
ENST00000465125.1	RERE
ENST00000464972.5	RERE
ENST00000449895.5	RERE-AS1
ENST00000653698.1	RERE-AS1
ENST00000444276.1	RERE-AS1
ENST00000659924.1	RERE
ENST00000480342.5	RERE
ENST00000507012.1	RERE
ENST00000408156.1	AL096855.1
ENST00000605785.1	AL096855.2
ENST00000469251.1	RERE
ENST00000514428.1	RERE
ENST00000468247.1	RERE
ENST00000437586.1	RPL7P11
ENST00000428803.2	RPL7P7
ENST00000410579.2	Y_RNA
ENST00000445254.1	AL357552.1
ENST00000433876.2	AL357552.2
ENST00000436229.2	RPL23AP19
ENST00000234590.10	ENO1
ENST00000464920.2	ENO1
ENST00000647408.1	ENO1
ENST00000646370.2	ENO1
ENST00000645609.1	ENO1
ENST00000645600.1	ENO1
ENST00000497492.1	ENO1
ENST00000646660.1	ENO1
ENST00000646680.1	ENO1
ENST00000618792.1	MIR6728
ENST00000646906.1	ENO1
ENST00000646156.1	ENO1
ENST00000643438.1	ENO1
ENST00000489867.2	ENO1
ENST00000486051.5	ENO1
ENST00000492343.2	ENO1
ENST00000414948.1	ENO1
ENST00000442636.1	ENO1-AS1
ENST00000364855.1	RNU6-304P
ENST00000425872.1	HMGN2P17
ENST00000424862.2	AL139415.1
ENST00000431968.2	AL139415.2
ENST00000549778.5	CA6
ENST00000476083.1	CA6
ENST00000377443.7	CA6
ENST00000480186.7	CA6
ENST00000377436.6	CA6
ENST00000377442.3	CA6
ENST00000583026.2	RN7SL451P
ENST00000400906.1	SLC2A7
ENST00000377424.9	SLC2A5
ENST00000487492.1	SLC2A5
ENST00000377414.7	SLC2A5
ENST00000484798.5	SLC2A5
ENST00000474145.5	SLC2A5
ENST00000479813.5	SLC2A5
ENST00000486632.5	SLC2A5
ENST00000487835.5	SLC2A5
ENST00000464985.5	SLC2A5
ENST00000473209.1	SLC2A5
ENST00000516595.1	AL158048.1
ENST00000377411.5	GPR157
ENST00000465853.1	GPR157
ENST00000466131.1	GPR157
ENST00000635687.1	MIR34AHG
ENST00000385130.1	MIR34A
ENST00000635405.2	MIR34AHG
ENST00000635271.1	LNCTAM34A
ENST00000437157.3	MIR34AHG
ENST00000412639.3	LNCTAM34A
ENST00000664915.1	LNCTAM34A
ENST00000657715.1	LNCTAM34A
ENST00000665148.1	LNCTAM34A
ENST00000634966.2	LNCTAM34A
ENST00000632503.1	MIR34AHG
ENST00000377403.7	H6PD
ENST00000602477.1	H6PD
ENST00000495451.1	H6PD
ENST00000328089.11	SPSB1
ENST00000450402.1	SPSB1
ENST00000357898.3	SPSB1
ENST00000377399.2	SPSB1
ENST00000641006.1	BX323043.1
ENST00000641325.1	LINC02606
ENST00000641940.1	LINC02606
ENST00000641507.1	LINC02606
ENST00000517147.1	RNA5SP40
ENST00000441033.1	AL928921.1
ENST00000302692.7	SLC25A33
ENST00000435277.1	AL954705.1
ENST00000340381.11	TMEM201
ENST00000340305.9	TMEM201
ENST00000416541.5	TMEM201
ENST00000510900.1	TMEM201
ENST00000508400.1	TMEM201
ENST00000377346.9	PIK3CD
ENST00000536656.5	PIK3CD
ENST00000628140.2	PIK3CD
ENST00000377320.3	PIK3CD-AS1
ENST00000426570.3	AL691449.1
ENST00000415330.2	PIK3CD-AS2
ENST00000484851.1	PIK3CD
ENST00000543390.2	PIK3CD
ENST00000361110.6	PIK3CD
ENST00000481137.1	PIK3CD
ENST00000479223.1	PIK3CD
ENST00000377298.9	CLSTN1
ENST00000650348.1	CLSTN1
ENST00000477264.1	CLSTN1
ENST00000435891.5	CLSTN1
ENST00000361311.4	CLSTN1
ENST00000464286.1	CLSTN1
ENST00000603781.1	MZT1P1
ENST00000639753.1	AL357140.3
ENST00000623863.1	AL357140.3
ENST00000377263.6	CTNNBIP1
ENST00000454104.1	AL357140.1
ENST00000400904.7	CTNNBIP1
ENST00000377258.5	CTNNBIP1
ENST00000377256.1	CTNNBIP1
ENST00000648956.1	AL357140.4
ENST00000488540.5	LZIC
ENST00000377223.6	LZIC
ENST00000400903.6	LZIC
ENST00000377213.1	LZIC
ENST00000471853.1	LZIC
ENST00000445884.1	AL357140.2
ENST00000403197.5	NMNAT1
ENST00000462686.1	NMNAT1
ENST00000377205.6	NMNAT1
ENST00000492735.1	NMNAT1
ENST00000365545.1	RN7SKP269
ENST00000636827.2	TMEM274P
ENST00000578045.1	MIR5697
ENST00000496751.1	NMNAT1
ENST00000413148.1	AL603962.1
ENST00000315901.4	RBP7
ENST00000294435.8	RBP7
ENST00000253251.12	UBE4B
ENST00000672724.1	UBE4B
ENST00000343090.11	UBE4B
ENST00000377153.5	UBE4B
ENST00000456484.1	AL590639.1
ENST00000416729.2	PGAM1P11
ENST00000462658.1	UBE4B
ENST00000470736.1	UBE4B
ENST00000466379.1	UBE4B
ENST00000488228.1	UBE4B
ENST00000364876.1	RNU6-828P
ENST00000487244.5	UBE4B
ENST00000465408.1	UBE4B
ENST00000676179.1	KIF1B
ENST00000377093.8	KIF1B
ENST00000263934.10	KIF1B
ENST00000377086.5	KIF1B
ENST00000577266.1	AL358013.1
ENST00000377083.5	KIF1B
ENST00000377081.5	KIF1B
ENST00000620295.2	KIF1B
ENST00000622724.3	KIF1B
ENST00000495136.1	KIF1B
ENST00000497835.1	KIF1B
ENST00000362692.1	RNU6-37P
ENST00000584329.2	RN7SL731P
ENST00000465635.5	KIF1B
ENST00000483340.1	KIF1B
ENST00000635499.1	KIF1B
ENST00000470616.1	KIF1B
ENST00000641495.1	AL139424.3
ENST00000641619.1	AL139424.3
ENST00000641117.1	AL139424.3
ENST00000641011.1	AL139424.2
ENST00000641335.1	AL139424.2
ENST00000641456.1	AL139424.2
ENST00000641062.1	AL139424.2
ENST00000491493.5	PGD
ENST00000487775.1	PGD
ENST00000270776.13	PGD
ENST00000477958.5	PGD
ENST00000483936.5	PGD
ENST00000465632.5	PGD
ENST00000460189.1	PGD
ENST00000493288.1	PGD
ENST00000498356.1	PGD
ENST00000496718.1	PGD
ENST00000607572.1	AL139424.1
ENST00000400900.6	CENPS-CORT
ENST00000470413.6	CENPS-CORT
ENST00000309048.8	CENPS
ENST00000602787.6	CENPS-CORT
ENST00000602486.1	CENPS
ENST00000477755.1	CENPS
ENST00000602296.6	CENPS-CORT
ENST00000462462.1	CENPS
ENST00000465026.1	CENPS-CORT
ENST00000464507.1	CENPS
ENST00000377049.4	CORT
ENST00000377038.8	DFFA
ENST00000424487.1	AL354956.1
ENST00000476658.5	DFFA
ENST00000377036.2	DFFA
ENST00000472851.1	PEX14
ENST00000356607.9	PEX14
ENST00000491661.2	PEX14
ENST00000492696.1	PEX14
ENST00000663738.1	AL139423.2
ENST00000461850.3	RN7SL614P
ENST00000377022.8	CASZ1
ENST00000478524.1	CASZ1
ENST00000606802.1	AL139423.1
ENST00000447850.3	CASZ1
ENST00000344008.5	CASZ1
ENST00000490176.1	CASZ1
ENST00000496432.6	CASZ1
ENST00000492173.1	CASZ1
ENST00000478728.2	CASZ1
ENST00000472814.1	CASZ1
ENST00000450782.2	HSPE1P24
ENST00000476357.1	C1orf127
ENST00000418570.6	C1orf127
ENST00000377004.8	C1orf127
ENST00000468348.1	C1orf127
ENST00000520253.1	C1orf127
ENST00000400899.2	CFL1P6
ENST00000473118.5	TARDBP
ENST00000639083.1	TARDBP
ENST00000639599.1	TARDBP
ENST00000629725.2	TARDBP
ENST00000439080.6	TARDBP
ENST00000613864.4	TARDBP
ENST00000476201.5	TARDBP
ENST00000472476.5	TARDBP
ENST00000240185.8	TARDBP
ENST00000614757.4	AL109811.3
ENST00000621715.4	TARDBP
ENST00000315091.7	TARDBP
ENST00000473869.5	TARDBP
ENST00000638264.1	TARDBP
ENST00000649624.1	TARDBP
ENST00000616545.4	TARDBP
ENST00000621790.4	TARDBP
ENST00000622057.4	TARDBP
ENST00000617172.4	TARDBP
ENST00000618606.1	TARDBP
ENST00000611963.4	TARDBP
ENST00000620632.4	TARDBP
ENST00000619555.4	TARDBP
ENST00000610369.4	TARDBP
ENST00000614494.1	TARDBP
ENST00000611136.4	AL109811.3
ENST00000477447.6	TARDBP
ENST00000612542.1	AL109811.3
ENST00000620505.1	TARDBP
ENST00000621573.1	TARDBP
ENST00000611008.4	TARDBP
ENST00000613177.1	TARDBP
ENST00000496840.1	TARDBP
ENST00000622108.1	AL109811.3
ENST00000617757.1	TARDBP
ENST00000480464.2	TARDBP
ENST00000620028.1	AL109811.3
ENST00000400897.8	MASP2
ENST00000607145.1	AL109811.2
ENST00000612387.1	AL109811.2
ENST00000478645.1	MASP2
ENST00000480221.1	MASP2
ENST00000400898.3	MASP2
ENST00000475189.1	SRM
ENST00000376957.7	SRM
ENST00000490101.1	SRM
ENST00000465788.1	SRM
ENST00000459997.1	SRM
ENST00000487300.1	SRM
ENST00000304457.11	EXOSC10
ENST00000376936.9	EXOSC10
ENST00000474216.5	EXOSC10
ENST00000490565.1	EXOSC10
ENST00000452378.1	AL109811.1
ENST00000469634.5	EXOSC10
ENST00000478271.1	EXOSC10
ENST00000470611.5	EXOSC10
ENST00000498576.1	EXOSC10
ENST00000472078.1	EXOSC10
ENST00000485606.1	EXOSC10
ENST00000460196.1	EXOSC10
ENST00000447600.1	EXOSC10-AS1
ENST00000435388.1	EXOSC10-AS1
ENST00000376838.5	MTOR
ENST00000361445.9	MTOR
ENST00000473471.5	MTOR
ENST00000490931.1	MTOR
ENST00000455339.1	MTOR
ENST00000495435.1	MTOR
ENST00000476768.1	MTOR
ENST00000445982.5	MTOR-AS1
ENST00000420480.1	MTOR-AS1
ENST00000517277.1	RNU6-537P
ENST00000376819.4	ANGPTL7
ENST00000476934.1	ANGPTL7
ENST00000384720.1	RNU6-291P
ENST00000448289.1	RPL39P6
ENST00000376810.6	UBIAD1
ENST00000376804.2	UBIAD1
ENST00000486588.6	UBIAD1
ENST00000483738.1	UBIAD1
ENST00000433562.1	UBE2V2P3
ENST00000641979.1	AL031291.1
ENST00000435243.2	MTCYBP45
ENST00000294484.7	DISP3
ENST00000423056.2	DISP3
ENST00000649975.1	AL590989.1
ENST00000304391.6	DISP3
ENST00000453135.2	LINC01647
ENST00000642131.1	AL031731.1
ENST00000642025.1	FBXO2
ENST00000354287.5	FBXO2
ENST00000471501.1	FBXO2
ENST00000466919.1	FBXO2
ENST00000465901.1	FBXO2
ENST00000475961.1	FBXO2
ENST00000251546.8	FBXO44
ENST00000425796.5	FBXO44
ENST00000376770.5	FBXO44
ENST00000251547.10	FBXO44
ENST00000376768.5	FBXO44
ENST00000376760.5	FBXO44
